dataset,seed,C,alpha,train_accuracy,val_accuracy,test_accuracy,train_f1_weighted,val_f1_weighted,test_f1_weighted,train_val_gap,train_test_gap,coef_l2_norm
sklearn_wine,21,300.0,0.0033333333333333335,1.0,0.9259259259259259,0.9629629629629629,1.0,0.9259259259259259,0.9626102292768961,0.07407407407407407,0.03703703703703709,8.011767092452597
sklearn_wine,21,1000.0,0.001,1.0,0.9259259259259259,0.9629629629629629,1.0,0.9259259259259259,0.9626102292768961,0.07407407407407407,0.03703703703703709,8.355993613988836
sklearn_wine,42,0.0001,10000.0,0.4032258064516129,0.37037037037037035,0.4074074074074074,0.23173896922506487,0.20020020020020018,0.23586744639376217,0.03285543608124253,-0.004181600955794507,0.016434125557774064
sklearn_wine,42,0.0003,3333.3333333333335,0.4032258064516129,0.37037037037037035,0.4074074074074074,0.23173896922506487,0.20020020020020018,0.23586744639376217,0.03285543608124253,-0.004181600955794507,0.047910324532718804
sklearn_wine,42,0.001,1000.0,0.7338709677419355,0.9259259259259259,0.6666666666666666,0.7054927780734231,0.9269690367729585,0.6206093189964158,-0.19205495818399043,0.06720430107526887,0.14513826944293798
sklearn_wine,42,0.003,333.3333333333333,0.9919354838709677,0.9629629629629629,0.8888888888888888,0.9919256262543817,0.9627554725593941,0.8882933914306463,0.02897252090800484,0.10304659498207891,0.34608086698292906
sklearn_wine,42,0.01,100.0,0.9919354838709677,1.0,1.0,0.991954936947715,1.0,1.0,-0.008064516129032251,-0.008064516129032251,0.7062023070075625
sklearn_wine,42,0.03,33.333333333333336,0.9919354838709677,1.0,1.0,0.991954936947715,1.0,1.0,-0.008064516129032251,-0.008064516129032251,1.1303336333215255
sklearn_wine,42,0.1,10.0,0.9919354838709677,1.0,1.0,0.991954936947715,1.0,1.0,-0.008064516129032251,-0.008064516129032251,1.6956070559918013
sklearn_wine,42,0.3,3.3333333333333335,1.0,0.9629629629629629,1.0,1.0,0.9629629629629629,1.0,0.03703703703703709,0.0,2.3365781787770277
sklearn_wine,42,1.0,1.0,1.0,0.9629629629629629,1.0,1.0,0.9629629629629629,1.0,0.03703703703703709,0.0,3.2157424943481194
sklearn_wine,42,3.0,0.3333333333333333,1.0,0.9629629629629629,1.0,1.0,0.9629629629629629,1.0,0.03703703703703709,0.0,4.174409599670248
sklearn_wine,42,10.0,0.1,1.0,0.9629629629629629,1.0,1.0,0.9629629629629629,1.0,0.03703703703703709,0.0,5.377544579514483
sklearn_wine,42,30.0,0.03333333333333333,1.0,0.9629629629629629,1.0,1.0,0.9629629629629629,1.0,0.03703703703703709,0.0,6.571068616468463
sklearn_wine,42,100.0,0.01,1.0,0.9629629629629629,1.0,1.0,0.9629629629629629,1.0,0.03703703703703709,0.0,7.981469782776094
sklearn_wine,42,300.0,0.0033333333333333335,1.0,0.9629629629629629,1.0,1.0,0.9629629629629629,1.0,0.03703703703703709,0.0,8.848086797918471
sklearn_wine,42,1000.0,0.001,1.0,0.9629629629629629,1.0,1.0,0.9629629629629629,1.0,0.03703703703703709,0.0,10.078168475178272
sklearn_breast_cancer,7,0.0001,10000.0,0.6331658291457286,0.6588235294117647,0.6744186046511628,0.4960932630126899,0.5541238717709306,0.5813193494452044,-0.025657700266036088,-0.04125277550543416,0.05060754564426238
